,age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,poutcome_0,poutcome_1
27,32,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,0.6105706021561925,0.03133491103514769
28,22,2,999,0,-2.9,92.963,-40.8,1.281,5076.2,0.6105706021561925,0.03133491103514769
29,33,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0.6105706021561925,0.03133491103514769
30,37,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
31,38,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0.6105706021561925,0.03133491103514769
32,33,2,999,0,-1.8,92.893,-46.2,1.327,5099.1,0.6105706021561925,0.03133491103514769
33,28,2,999,0,1.4,94.465,-41.8,4.866,5228.1,0.6105706021561925,0.03133491103514769
34,44,3,999,0,-0.1,93.2,-42.0,4.021,5195.8,0.6105706021561925,0.03133491103514769
35,32,1,3,1,-2.9,92.201,-31.4,0.879,5076.2,0.5898876404494382,0.038202247191011236
36,52,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0.6105706021561925,0.03133491103514769
37,32,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0.6105706021561925,0.03133491103514769
38,49,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
39,28,2,999,0,1.1,93.994,-36.4,4.859,5191.0,0.6105706021561925,0.03133491103514769
40,32,5,999,0,-2.9,92.469,-33.6,1.029,5076.2,0.6105706021561925,0.03133491103514769
41,36,2,999,0,1.1,93.994,-36.4,4.864,5191.0,0.6105706021561925,0.03133491103514769
42,42,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.6105706021561925,0.03133491103514769
43,29,11,999,0,-1.8,92.893,-46.2,1.266,5099.1,0.6105706021561925,0.03133491103514769
44,34,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,0.6105706021561925,0.03133491103514769
45,50,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0.6105706021561925,0.03133491103514769
46,46,1,999,0,1.4,93.918,-42.7,4.963,5228.1,0.6105706021561925,0.03133491103514769
47,52,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.6105706021561925,0.03133491103514769
48,46,2,999,1,-0.1,93.2,-42.0,4.153,5195.8,0.6098372781065089,0.03106508875739645
49,35,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0.6105706021561925,0.03133491103514769
50,45,3,999,0,1.1,93.994,-36.4,4.858,5191.0,0.6105706021561925,0.03133491103514769
51,37,1,999,0,1.4,93.918,-42.7,4.96,5228.1,0.6105706021561925,0.03133491103514769
52,59,1,999,1,-3.4,92.431,-26.9,0.743,5017.5,0.6098372781065089,0.03106508875739645
53,40,1,999,1,-1.8,92.893,-46.2,1.313,5099.1,0.6098372781065089,0.03106508875739645
54,41,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
55,46,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,0.6105706021561925,0.03133491103514769
56,29,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0.6105706021561925,0.03133491103514769
57,32,9,999,0,1.4,93.918,-42.7,4.96,5228.1,0.6105706021561925,0.03133491103514769
58,48,3,999,0,1.4,93.444,-36.1,4.968,5228.1,0.6105706021561925,0.03133491103514769
59,25,1,999,0,1.4,93.918,-42.7,4.963,5228.1,0.6105706021561925,0.03133491103514769
60,54,1,999,0,-3.4,92.379,-29.8,0.819,5017.5,0.6105706021561925,0.03133491103514769
61,37,6,999,0,1.4,94.465,-41.8,4.959,5228.1,0.6105706021561925,0.03133491103514769
62,46,3,999,0,1.4,93.918,-42.7,4.961,5228.1,0.6105706021561925,0.03133491103514769
63,34,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0.6105706021561925,0.03133491103514769
64,72,1,999,0,-3.4,92.649,-30.1,0.714,5017.5,0.6105706021561925,0.03133491103514769
65,47,3,999,0,-0.1,93.2,-42.0,4.021,5195.8,0.6105706021561925,0.03133491103514769
66,31,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0.6105706021561925,0.03133491103514769
67,31,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0.6105706021561925,0.03133491103514769
68,41,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
69,40,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0.6105706021561925,0.03133491103514769
70,51,2,999,1,-0.1,93.2,-42.0,4.021,5195.8,0.6098372781065089,0.03106508875739645
71,43,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
72,48,1,999,0,1.1,93.994,-36.4,4.864,5191.0,0.6105706021561925,0.03133491103514769
73,36,1,999,0,1.1,93.994,-36.4,4.858,5191.0,0.6105706021561925,0.03133491103514769
74,32,5,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
75,37,5,999,0,-0.1,93.2,-42.0,4.153,5195.8,0.6105706021561925,0.03133491103514769
76,49,1,999,0,1.4,94.465,-41.8,4.865,5228.1,0.6105706021561925,0.03133491103514769
77,48,2,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
78,25,8,999,0,-1.8,92.893,-46.2,1.244,5099.1,0.6105706021561925,0.03133491103514769
79,29,3,999,0,1.4,93.918,-42.7,4.968,5228.1,0.6105706021561925,0.03133491103514769
80,26,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
81,40,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.6105706021561925,0.03133491103514769
82,37,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.6105706021561925,0.03133491103514769
83,19,4,999,0,-1.8,92.893,-46.2,1.344,5099.1,0.6105706021561925,0.03133491103514769
84,26,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,0.6105706021561925,0.03133491103514769
85,45,1,999,0,1.4,93.918,-42.7,4.968,5228.1,0.6105706021561925,0.03133491103514769
86,32,4,999,0,1.4,93.444,-36.1,4.964,5228.1,0.6105706021561925,0.03133491103514769
87,34,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0.6105706021561925,0.03133491103514769
88,44,2,999,0,1.4,94.465,-41.8,4.96,5228.1,0.6105706021561925,0.03133491103514769
89,41,2,999,0,-1.7,94.215,-40.3,0.793,4991.6,0.6105706021561925,0.03133491103514769
90,26,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
91,25,3,999,0,1.4,93.918,-42.7,4.963,5228.1,0.6105706021561925,0.03133491103514769
92,39,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,0.6105706021561925,0.03133491103514769
93,31,1,6,1,-0.1,93.2,-42.0,4.12,5195.8,0.5898876404494382,0.038202247191011236
94,50,3,999,0,1.4,94.465,-41.8,4.961,5228.1,0.6105706021561925,0.03133491103514769
95,42,2,999,0,-2.9,92.201,-31.4,0.879,5076.2,0.6105706021561925,0.03133491103514769
96,59,2,999,2,-1.1,94.601,-49.5,0.977,4963.6,0.6098372781065089,0.03106508875739645
97,32,4,999,0,1.4,93.444,-36.1,4.965,5228.1,0.6105706021561925,0.03133491103514769
98,47,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0.6105706021561925,0.03133491103514769
99,61,1,999,0,-1.8,92.893,-46.2,1.27,5099.1,0.6105706021561925,0.03133491103514769
100,66,3,999,3,-2.9,92.201,-31.4,0.854,5076.2,0.6098372781065089,0.03106508875739645
101,31,2,999,0,-1.8,92.893,-46.2,1.25,5099.1,0.6105706021561925,0.03133491103514769
102,27,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0.6105706021561925,0.03133491103514769
103,22,2,999,0,-1.8,92.893,-46.2,1.313,5099.1,0.6105706021561925,0.03133491103514769
104,57,2,999,1,-0.1,93.2,-42.0,4.153,5195.8,0.6098372781065089,0.03106508875739645
105,34,8,999,0,1.4,94.465,-41.8,4.959,5228.1,0.6105706021561925,0.03133491103514769
106,45,2,999,1,-1.8,93.075,-47.1,1.423,5099.1,0.6098372781065089,0.03106508875739645
107,51,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,0.6105706021561925,0.03133491103514769
108,55,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
109,53,1,9,2,-1.8,93.369,-34.8,0.643,5008.7,0.5898876404494382,0.038202247191011236
110,39,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,0.6105706021561925,0.03133491103514769
111,31,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,0.6105706021561925,0.03133491103514769
112,31,10,999,0,1.1,93.994,-36.4,4.856,5191.0,0.6105706021561925,0.03133491103514769
113,33,1,5,1,-1.8,93.075,-47.1,1.41,5099.1,0.5898876404494382,0.038202247191011236
114,59,4,999,0,1.4,93.444,-36.1,4.965,5228.1,0.6105706021561925,0.03133491103514769
115,26,6,999,0,1.1,93.994,-36.4,4.864,5191.0,0.6105706021561925,0.03133491103514769
116,32,3,999,0,-1.8,92.893,-46.2,1.266,5099.1,0.6105706021561925,0.03133491103514769
117,57,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0.6105706021561925,0.03133491103514769
118,35,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0.6105706021561925,0.03133491103514769
119,30,3,999,0,-0.1,93.2,-42.0,4.076,5195.8,0.6105706021561925,0.03133491103514769
120,29,1,999,0,-1.8,93.369,-34.8,0.639,5008.7,0.6105706021561925,0.03133491103514769
121,54,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
122,38,3,999,1,-1.8,93.075,-47.1,1.365,5099.1,0.6098372781065089,0.03106508875739645
123,32,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,0.6105706021561925,0.03133491103514769
124,51,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0.6105706021561925,0.03133491103514769
125,37,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0.6105706021561925,0.03133491103514769
126,48,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0.6105706021561925,0.03133491103514769
127,30,1,9,2,-1.1,94.601,-49.5,1.032,4963.6,0.5898876404494382,0.038202247191011236
128,32,4,16,1,-1.7,94.215,-40.3,0.896,4991.6,0.5898876404494382,0.038202247191011236
129,32,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0.6105706021561925,0.03133491103514769
130,45,1,6,2,-1.8,93.876,-40.0,0.683,5008.7,0.5898876404494382,0.038202247191011236
131,44,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
132,27,1,999,0,1.4,93.918,-42.7,4.958,5228.1,0.6105706021561925,0.03133491103514769
133,34,2,999,0,-1.8,92.893,-46.2,1.313,5099.1,0.6105706021561925,0.03133491103514769
134,27,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0.6105706021561925,0.03133491103514769
135,49,6,999,0,-1.8,92.893,-46.2,1.299,5099.1,0.6105706021561925,0.03133491103514769
136,56,2,3,2,-3.4,92.379,-29.8,0.778,5017.5,0.5898876404494382,0.038202247191011236
137,76,1,999,0,-2.9,92.201,-31.4,0.883,5076.2,0.6105706021561925,0.03133491103514769
138,34,1,999,0,1.4,94.465,-41.8,4.959,5228.1,0.6105706021561925,0.03133491103514769
139,35,2,999,0,-1.1,94.199,-37.5,0.878,4963.6,0.6105706021561925,0.03133491103514769
140,45,3,999,0,-1.8,92.893,-46.2,1.299,5099.1,0.6105706021561925,0.03133491103514769
141,22,7,999,0,-1.8,92.893,-46.2,1.25,5099.1,0.6105706021561925,0.03133491103514769
142,52,3,999,0,-0.1,93.2,-42.0,4.191,5195.8,0.6105706021561925,0.03133491103514769
143,20,2,999,0,-1.8,93.749,-34.6,0.663,5008.7,0.6105706021561925,0.03133491103514769
144,41,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0.6105706021561925,0.03133491103514769
145,45,1,999,0,-1.8,93.075,-47.1,1.41,5099.1,0.6105706021561925,0.03133491103514769
146,33,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0.6105706021561925,0.03133491103514769
147,37,5,999,0,1.4,94.465,-41.8,4.866,5228.1,0.6105706021561925,0.03133491103514769
148,38,1,999,0,1.4,93.444,-36.1,4.967,5228.1,0.6105706021561925,0.03133491103514769
149,39,4,999,0,-0.1,93.2,-42.0,4.076,5195.8,0.6105706021561925,0.03133491103514769
150,32,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
151,40,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0.6105706021561925,0.03133491103514769
152,27,2,999,0,-1.8,92.893,-46.2,1.354,5099.1,0.6105706021561925,0.03133491103514769
153,57,4,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
154,39,1,7,2,-3.4,92.431,-26.9,0.739,5017.5,0.6098372781065089,0.03106508875739645
155,35,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
156,36,1,999,0,1.4,94.465,-41.8,4.96,5228.1,0.6105706021561925,0.03133491103514769
157,29,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0.6105706021561925,0.03133491103514769
158,48,1,999,0,1.4,93.444,-36.1,4.966,5228.1,0.6105706021561925,0.03133491103514769
159,36,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.6105706021561925,0.03133491103514769
160,31,2,999,0,-1.8,92.893,-46.2,1.334,5099.1,0.6105706021561925,0.03133491103514769
161,37,2,999,0,-1.7,94.055,-39.8,0.754,4991.6,0.6105706021561925,0.03133491103514769
162,46,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0.6105706021561925,0.03133491103514769
163,29,3,999,0,-1.8,92.893,-46.2,1.291,5099.1,0.6105706021561925,0.03133491103514769
164,39,5,999,0,1.1,93.994,-36.4,4.856,5191.0,0.6105706021561925,0.03133491103514769
165,37,4,999,0,1.1,93.994,-36.4,4.86,5191.0,0.6105706021561925,0.03133491103514769
166,35,3,999,0,1.4,93.918,-42.7,4.958,5228.1,0.6105706021561925,0.03133491103514769
167,46,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0.6105706021561925,0.03133491103514769
168,33,1,999,0,1.4,94.465,-41.8,4.967,5228.1,0.6105706021561925,0.03133491103514769
169,32,1,999,1,-2.9,92.963,-40.8,1.262,5076.2,0.6098372781065089,0.03106508875739645
170,35,6,999,0,1.4,93.444,-36.1,4.964,5228.1,0.6105706021561925,0.03133491103514769
171,49,9,999,0,1.4,94.465,-41.8,4.959,5228.1,0.6105706021561925,0.03133491103514769
172,26,2,999,0,1.4,93.918,-42.7,4.961,5228.1,0.6105706021561925,0.03133491103514769
173,32,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0.6105706021561925,0.03133491103514769
174,51,2,999,0,1.1,93.994,-36.4,4.86,5191.0,0.6105706021561925,0.03133491103514769
175,40,6,999,0,-0.1,93.2,-42.0,4.076,5195.8,0.6105706021561925,0.03133491103514769
176,47,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
177,21,1,999,0,-3.4,92.431,-26.9,0.73,5017.5,0.6105706021561925,0.03133491103514769
178,38,20,999,0,1.4,93.918,-42.7,4.961,5228.1,0.6105706021561925,0.03133491103514769
179,39,6,999,0,-1.8,92.893,-46.2,1.266,5099.1,0.6105706021561925,0.03133491103514769
180,46,2,999,0,1.4,93.918,-42.7,4.963,5228.1,0.6105706021561925,0.03133491103514769
181,37,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
182,31,3,999,0,1.1,93.994,-36.4,4.859,5191.0,0.6105706021561925,0.03133491103514769
183,42,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0.6105706021561925,0.03133491103514769
184,36,2,999,0,-2.9,92.201,-31.4,0.873,5076.2,0.6105706021561925,0.03133491103514769
185,47,4,999,0,1.4,93.918,-42.7,4.968,5228.1,0.6105706021561925,0.03133491103514769
186,29,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
187,38,1,999,0,-2.9,92.963,-40.8,1.099,5076.2,0.6105706021561925,0.03133491103514769
188,46,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0.6105706021561925,0.03133491103514769
189,41,1,999,0,-0.1,93.798,-40.4,5.0,5195.8,0.6105706021561925,0.03133491103514769
190,51,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
191,46,14,999,0,1.4,93.444,-36.1,4.964,5228.1,0.6105706021561925,0.03133491103514769
192,43,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0.6105706021561925,0.03133491103514769
193,45,1,999,1,-0.1,93.2,-42.0,4.12,5195.8,0.6098372781065089,0.03106508875739645
194,29,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,0.6105706021561925,0.03133491103514769
195,32,4,999,0,-0.1,93.2,-42.0,4.12,5195.8,0.6105706021561925,0.03133491103514769
196,27,1,999,0,1.4,93.918,-42.7,4.96,5228.1,0.6105706021561925,0.03133491103514769
197,44,11,999,0,1.4,93.918,-42.7,4.968,5228.1,0.6105706021561925,0.03133491103514769
198,41,2,999,0,1.1,93.994,-36.4,4.859,5191.0,0.6105706021561925,0.03133491103514769
199,30,4,999,0,1.4,94.465,-41.8,4.958,5228.1,0.6105706021561925,0.03133491103514769
200,58,5,999,2,-1.8,93.369,-34.8,0.646,5008.7,0.6098372781065089,0.03106508875739645
201,33,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,0.6105706021561925,0.03133491103514769
202,43,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
203,40,3,999,1,-2.9,92.963,-40.8,1.26,5076.2,0.6098372781065089,0.03106508875739645
204,26,2,999,1,-1.8,92.893,-46.2,1.299,5099.1,0.6098372781065089,0.03106508875739645
205,28,1,999,2,-1.8,93.075,-47.1,1.483,5099.1,0.6098372781065089,0.03106508875739645
206,33,1,999,0,-1.1,94.199,-37.5,0.879,4963.6,0.6105706021561925,0.03133491103514769
207,35,1,999,0,1.4,93.918,-42.7,4.96,5228.1,0.6105706021561925,0.03133491103514769
208,46,3,999,0,1.1,93.994,-36.4,4.856,5191.0,0.6105706021561925,0.03133491103514769
209,32,1,999,0,1.4,94.465,-41.8,4.962,5228.1,0.6105706021561925,0.03133491103514769
210,34,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,0.6105706021561925,0.03133491103514769
211,40,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
212,32,6,999,0,1.4,93.444,-36.1,4.963,5228.1,0.6105706021561925,0.03133491103514769
213,32,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0.6105706021561925,0.03133491103514769
214,31,1,999,0,1.4,93.918,-42.7,4.959,5228.1,0.6105706021561925,0.03133491103514769
215,39,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0.6105706021561925,0.03133491103514769
216,55,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,0.6105706021561925,0.03133491103514769
217,36,4,999,0,1.4,93.444,-36.1,4.964,5228.1,0.6105706021561925,0.03133491103514769
218,26,7,999,1,-1.8,92.893,-46.2,1.299,5099.1,0.6098372781065089,0.03106508875739645
219,38,6,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
220,47,3,999,0,1.1,93.994,-36.4,4.856,5191.0,0.6105706021561925,0.03133491103514769
221,44,1,999,0,1.4,93.918,-42.7,4.963,5228.1,0.6105706021561925,0.03133491103514769
222,33,2,999,0,-1.8,93.075,-47.1,1.41,5099.1,0.6105706021561925,0.03133491103514769
223,42,1,999,0,-3.4,92.431,-26.9,0.743,5017.5,0.6105706021561925,0.03133491103514769
224,34,1,999,0,1.4,93.918,-42.7,4.963,5228.1,0.6105706021561925,0.03133491103514769
225,44,1,999,0,1.4,93.918,-42.7,4.961,5228.1,0.6105706021561925,0.03133491103514769
226,47,9,999,0,1.4,93.918,-42.7,4.96,5228.1,0.6105706021561925,0.03133491103514769
227,47,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0.6105706021561925,0.03133491103514769
228,45,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
229,36,2,999,0,-1.8,92.893,-46.2,1.354,5099.1,0.6105706021561925,0.03133491103514769
230,34,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,0.6105706021561925,0.03133491103514769
231,45,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0.6105706021561925,0.03133491103514769
232,33,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.6105706021561925,0.03133491103514769
233,32,1,999,1,-1.8,92.893,-46.2,1.25,5099.1,0.6098372781065089,0.03106508875739645
234,28,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
235,28,1,6,2,-1.1,94.601,-49.5,1.032,4963.6,0.5898876404494382,0.038202247191011236
236,48,3,999,0,1.4,93.444,-36.1,4.968,5228.1,0.6105706021561925,0.03133491103514769
237,35,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0.6105706021561925,0.03133491103514769
238,39,4,999,0,1.4,94.465,-41.8,4.959,5228.1,0.6105706021561925,0.03133491103514769
239,35,3,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
240,37,1,999,0,-3.4,92.431,-26.9,0.741,5017.5,0.6105706021561925,0.03133491103514769
241,48,8,999,0,1.1,93.994,-36.4,4.86,5191.0,0.6105706021561925,0.03133491103514769
242,43,7,999,0,1.4,93.444,-36.1,4.963,5228.1,0.6105706021561925,0.03133491103514769
243,32,3,999,0,-1.8,93.075,-47.1,1.453,5099.1,0.6105706021561925,0.03133491103514769
244,37,6,999,0,1.4,94.465,-41.8,4.864,5228.1,0.6105706021561925,0.03133491103514769
245,28,1,999,0,-1.8,93.369,-34.8,0.643,5008.7,0.6105706021561925,0.03133491103514769
246,31,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,0.6105706021561925,0.03133491103514769
247,32,1,999,2,-2.9,92.469,-33.6,1.072,5076.2,0.6098372781065089,0.03106508875739645
248,35,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,0.6105706021561925,0.03133491103514769
249,64,1,999,0,-1.7,94.215,-40.3,0.884,4991.6,0.6105706021561925,0.03133491103514769
250,38,1,999,0,-1.8,92.843,-50.0,1.687,5099.1,0.6105706021561925,0.03133491103514769
251,25,2,999,0,1.4,94.465,-41.8,4.959,5228.1,0.6105706021561925,0.03133491103514769
252,37,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0.6105706021561925,0.03133491103514769
253,40,1,4,1,-2.9,92.201,-31.4,0.884,5076.2,0.5898876404494382,0.038202247191011236
254,25,2,999,0,1.4,93.918,-42.7,4.958,5228.1,0.6105706021561925,0.03133491103514769
255,41,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.6105706021561925,0.03133491103514769
256,30,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0.6105706021561925,0.03133491103514769
257,35,2,999,0,-0.1,93.2,-42.0,4.153,5195.8,0.6105706021561925,0.03133491103514769
258,47,2,999,0,-0.1,93.2,-42.0,4.153,5195.8,0.6105706021561925,0.03133491103514769
259,35,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0.6105706021561925,0.03133491103514769
260,81,2,999,0,-1.8,92.893,-46.2,1.354,5099.1,0.6105706021561925,0.03133491103514769
261,67,1,999,0,-2.9,92.201,-31.4,0.861,5076.2,0.6105706021561925,0.03133491103514769
262,31,3,999,0,-1.8,92.893,-46.2,1.281,5099.1,0.6105706021561925,0.03133491103514769
263,42,1,999,0,1.4,93.918,-42.7,4.968,5228.1,0.6105706021561925,0.03133491103514769
264,39,1,999,1,-1.8,93.369,-34.8,0.655,5008.7,0.6098372781065089,0.03106508875739645
265,44,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,0.6105706021561925,0.03133491103514769
266,46,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0.6105706021561925,0.03133491103514769
267,29,1,999,1,-1.8,92.893,-46.2,1.291,5099.1,0.6098372781065089,0.03106508875739645
268,33,2,999,0,1.4,93.918,-42.7,4.963,5228.1,0.6105706021561925,0.03133491103514769
269,33,1,999,0,-1.1,94.199,-37.5,0.879,4963.6,0.6105706021561925,0.03133491103514769
270,69,1,5,1,-3.4,92.379,-29.8,0.781,5017.5,0.5898876404494382,0.038202247191011236
271,45,15,999,0,1.4,93.444,-36.1,4.962,5228.1,0.6105706021561925,0.03133491103514769
272,60,4,999,0,1.4,94.465,-41.8,4.864,5228.1,0.6105706021561925,0.03133491103514769
273,38,2,999,0,1.4,94.465,-41.8,4.96,5228.1,0.6105706021561925,0.03133491103514769
